customer_id,first_name,last_name,email,phone,age,gender,city,state,tenure_months,account_status,plan_type,monthly_revenue,voice_minutes_30d,data_gb_30d,sms_count_30d,last_payment_date,payment_method,overdue_amount,satisfaction_score,nps_score,support_tickets_6m,last_support_date,churn_risk,products_owned,recommended_products
CUST_000236,Shannon,Cook,shannon.cook@yahoo.com,(488)645-0615x939,40,Male,Markhaven,New York,4,Active,Standard,54.27,40.5,17.42,60,2025-08-06,Bank Transfer,0.0,4.62,3,0,,Medium,Mobile Service,"Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000237,Jill,Preston,jill.preston@yahoo.com,+1-447-722-5699x611,34,Male,West Logan,Maine,70,Active,Basic,49.45,284.7,26.86,58,2025-07-30,Credit Card,0.0,4.03,-1,1,2025-04-14,Low,Mobile Service,Unlimited Data Plan
CUST_000238,Catherine,Foster,catherine.foster@yahoo.com,001-459-887-6220x23413,35,Female,North Calebfort,Oklahoma,8,Active,Basic,28.11,181.5,10.61,57,2025-05-28,Credit Card,0.0,4.33,7,1,2025-02-27,Medium,"Mobile Service, Cloud Storage",Device Upgrade
CUST_000239,Kelli,Warren,kelli.warren@gmail.com,649-921-6433,55,Female,East Alison,Hawaii,67,Active,Standard,47.47,141.8,13.62,48,2025-05-25,Credit Card,36.46,3.87,-1,1,2025-02-28,High,"Mobile Service, Device Protection, Cloud Storage",
CUST_000240,Elizabeth,Dalton,elizabeth.dalton@yahoo.com,878.648.7282x9979,45,Female,Timothybury,Colorado,111,Inactive,Premium,116.65,182.6,35.03,54,2025-07-04,Credit Card,0.0,2.97,2,3,2025-04-22,High,"Mobile Service, TV Service","Unlimited Data Plan, Home Internet"
CUST_000241,Michael,Green,michael.green@yahoo.com,9089254780,57,Male,Albertchester,Maine,17,Active,Enterprise,196.16,439.3,16.61,38,2025-07-19,Credit Card,0.0,4.84,4,2,2025-04-07,Low,"Mobile Service, TV Service, Business Solutions","Unlimited Data Plan, Home Internet"
CUST_000242,Laura,Kelley,laura.kelley@gmail.com,(686)663-2663x41638,69,Female,Robertland,Idaho,93,Active,Premium,152.72,263.7,89.92,38,2025-06-05,Cash,0.0,3.57,3,1,2025-04-19,Medium,"Mobile Service, Internet, TV Service, Device Protection",Unlimited Data Plan
CUST_000243,Daniel,Gibson,daniel.gibson@yahoo.com,697-635-0208x021,73,Female,Lake Samuel,Alabama,30,Active,Basic,62.82,350.4,51.72,56,2025-06-14,Credit Card,0.0,4.06,1,1,2025-03-11,Low,"Mobile Service, Cloud Storage",Unlimited Data Plan
CUST_000244,Edward,Snyder,edward.snyder@yahoo.com,(947)457-0512x04618,46,Male,Port John,Missouri,60,Active,Basic,38.42,580.1,24.52,49,2025-08-11,Debit Card,0.0,4.52,-10,2,2025-02-24,Low,"Mobile Service, Device Protection",Unlimited Data Plan
CUST_000245,David,Tate,david.tate@gmail.com,(473)203-7183x7645,79,Female,West Timothyport,Illinois,8,Active,Premium,127.02,201.1,17.35,50,2025-06-26,Credit Card,0.0,4.7,1,3,2025-08-13,Medium,"Mobile Service, Internet, TV Service, Cloud Storage","Unlimited Data Plan, Device Upgrade"
CUST_000246,Brett,Estrada,brett.estrada@gmail.com,565.202.4916,61,Male,New Kristenfort,Vermont,35,Active,Standard,79.4,162.7,29.71,50,2025-07-19,Debit Card,0.0,1.86,9,0,,Medium,"Mobile Service, Internet, Cloud Storage","Unlimited Data Plan, International Package"
CUST_000247,Eric,Townsend,eric.townsend@gmail.com,(371)495-0052,56,Male,Hallside,Tennessee,34,Inactive,Standard,76.27,136.7,27.8,32,2025-08-04,Credit Card,0.0,1.67,1,1,2025-04-30,Medium,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000248,Linda,Gonzales,linda.gonzales@gmail.com,6659240778,66,Female,New Jacob,Minnesota,87,Active,Standard,78.36,422.3,50.52,53,2025-06-23,Credit Card,0.0,3.69,6,1,2025-07-14,Medium,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000249,Taylor,Dillon,taylor.dillon@hotmail.com,+1-721-982-7448,24,Male,Port Danafurt,Washington,1,Active,Standard,71.89,85.5,23.93,45,2025-06-10,Credit Card,0.0,3.16,0,1,2025-08-12,High,"Mobile Service, Internet, Cloud Storage",Unlimited Data Plan
CUST_000250,Andrew,Vincent,andrew.vincent@hotmail.com,451.686.3878,30,Female,Robertmouth,Delaware,103,Inactive,Basic,42.23,368.9,16.25,51,2025-06-01,Bank Transfer,33.57,3.44,8,3,2025-06-03,High,"Mobile Service, Device Protection, International Roaming, Cloud Storage",Unlimited Data Plan
CUST_000251,Donna,Williams,donna.williams@gmail.com,(803)917-3109,47,Female,Brandonbury,Rhode Island,25,Active,Standard,86.98,534.8,10.52,45,2025-07-31,Credit Card,0.0,1.32,-6,0,,Medium,"Mobile Service, Internet",Device Upgrade
CUST_000252,Chad,Conrad,chad.conrad@gmail.com,+1-271-370-5865x0948,23,Female,Christianborough,North Dakota,77,Active,Standard,79.89,216.5,19.28,50,2025-06-01,Bank Transfer,0.0,4.8,-6,0,,Low,"Mobile Service, Cloud Storage","Unlimited Data Plan, Home Internet"
CUST_000253,Craig,Hall,craig.hall@yahoo.com,338.739.2886,44,Male,Parkchester,Connecticut,78,Active,Standard,81.53,188.4,23.35,52,2025-06-08,Bank Transfer,0.0,3.81,0,0,,Medium,"Mobile Service, Internet, Insurance","Unlimited Data Plan, TV Bundle"
CUST_000254,Laura,Pierce,laura.pierce@hotmail.com,528-597-5585x56659,44,Female,Cannonview,Mississippi,109,Active,Standard,106.0,794.2,24.66,56,2025-07-05,Cash,0.0,0.81,-7,0,,High,"Mobile Service, Internet, Insurance","Unlimited Data Plan, Device Upgrade, TV Bundle"
CUST_000255,Seth,Sanders,seth.sanders@hotmail.com,5495082404,50,Female,Andrewview,Oklahoma,41,Active,Standard,77.7,119.8,20.99,45,2025-07-11,Bank Transfer,0.0,4.41,-3,2,2025-06-10,Low,"Mobile Service, International Roaming",Unlimited Data Plan
CUST_000256,Ashley,Duncan,ashley.duncan@gmail.com,5756224593,47,Male,Christopherfurt,Oregon,11,Active,Standard,68.35,492.6,19.3,45,2025-08-20,Bank Transfer,169.51,3.41,-9,2,2025-04-05,High,"Mobile Service, International Roaming, Cloud Storage","Unlimited Data Plan, Home Internet"
CUST_000257,Jessica,Cummings,jessica.cummings@yahoo.com,(379)219-4096,68,Male,Michaelchester,Nebraska,29,Active,Basic,69.06,265.6,31.46,51,2025-08-15,Debit Card,0.0,1.97,9,1,2025-03-17,Medium,"Mobile Service, Cloud Storage",Unlimited Data Plan
CUST_000258,Molly,Perez,molly.perez@hotmail.com,+1-506-404-8058x925,63,Female,Lake Jessicafurt,New Hampshire,73,Active,Basic,27.75,233.9,28.17,49,2025-08-04,Bank Transfer,0.0,2.77,-3,0,,Low,"Mobile Service, Device Protection",Unlimited Data Plan
CUST_000259,Brooke,Wagner,brooke.wagner@gmail.com,(846)822-5179x08641,50,Female,Port Dennis,Oklahoma,111,Active,Basic,40.16,82.3,23.7,54,2025-06-11,Cash,0.0,4.66,1,2,2025-05-27,Medium,"Mobile Service, International Roaming","Unlimited Data Plan, Home Internet"
CUST_000260,Randall,Duncan,randall.duncan@hotmail.com,+1-883-731-4659x116,26,Male,Jamesstad,Rhode Island,49,Active,Standard,108.36,344.4,22.64,57,2025-07-25,Credit Card,0.0,2.03,4,2,2025-02-26,Medium,"Mobile Service, Cloud Storage",Unlimited Data Plan
CUST_000261,Kayla,Jackson,kayla.jackson@yahoo.com,+1-279-527-0335x211,58,Female,Port Marissa,Maine,110,Suspended,Standard,66.91,112.5,14.13,35,2025-05-24,Credit Card,0.0,2.62,10,1,2025-04-29,Medium,"Mobile Service, Internet, Insurance","Device Upgrade, TV Bundle"
CUST_000262,Heather,Rodriguez,heather.rodriguez@yahoo.com,405.238.3388x4879,23,Male,Aguilarhaven,Arizona,17,Active,Premium,120.27,261.7,29.13,56,2025-06-16,Credit Card,113.17,4.07,-1,1,2025-03-27,High,"Mobile Service, Internet, TV Service, Home Security, Insurance, Device Protection","Unlimited Data Plan, Device Upgrade"
CUST_000263,Brian,Gonzalez,brian.gonzalez@hotmail.com,+1-840-570-1645x104,64,Male,Romeroville,Massachusetts,11,Active,Enterprise,179.02,282.6,39.02,61,2025-07-09,Credit Card,0.0,2.12,2,1,2025-08-09,Medium,"Mobile Service, Internet, TV Service, Business Solutions, Cloud Storage",Unlimited Data Plan
CUST_000264,Carla,Miller,carla.miller@gmail.com,778.700.3845x76205,26,Female,Joelhaven,Louisiana,35,Active,Premium,96.13,37.1,56.66,51,2025-08-09,Credit Card,0.0,3.45,-2,3,2025-03-06,Low,"Mobile Service, Internet, TV Service, Insurance, Cloud Storage",Unlimited Data Plan
CUST_000265,Connie,Johns,connie.johns@gmail.com,+1-543-825-6216,71,Male,New Eric,Maryland,104,Active,Standard,53.15,437.3,31.64,50,2025-08-19,Cash,0.0,3.96,1,3,2025-06-19,Low,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade, TV Bundle"
CUST_000266,Mark,Daniels,mark.daniels@gmail.com,+1-729-383-2482x6292,38,Female,East Lonnieberg,Washington,68,Active,Standard,52.89,341.2,8.92,49,2025-05-25,Debit Card,0.0,2.74,5,0,,Medium,Mobile Service,
CUST_000267,Kathy,Beard,kathy.beard@yahoo.com,(547)542-3122x09949,49,Male,Lake Anthony,Colorado,24,Active,Basic,28.45,246.2,30.5,51,2025-07-28,Cash,0.0,0.61,9,0,,Medium,"Mobile Service, Device Protection",Unlimited Data Plan
CUST_000268,Kimberly,Anderson,kimberly.anderson@hotmail.com,652.867.7223x3060,55,Female,Lake Emily,Illinois,118,Active,Basic,32.91,121.6,11.76,49,2025-08-04,Credit Card,0.0,3.88,-8,0,,Low,Mobile Service,"Device Upgrade, Home Internet"
CUST_000269,James,Thompson,james.thompson@yahoo.com,+1-275-373-6609x656,31,Female,Bryantton,Kansas,111,Active,Premium,89.62,392.0,30.4,44,2025-07-12,Credit Card,0.0,1.3,-2,1,2025-06-06,Medium,"Mobile Service, TV Service, Home Security",Unlimited Data Plan
CUST_000270,Randall,Moss,randall.moss@hotmail.com,(280)434-7644x7264,69,Male,Gallegosmouth,Colorado,100,Active,Enterprise,182.67,248.4,10.3,45,2025-08-01,Debit Card,0.0,3.62,9,1,2025-05-30,Low,"Mobile Service, TV Service, Home Security, Business Solutions",Device Upgrade
CUST_000271,Daniel,Osborne,daniel.osborne@hotmail.com,+1-526-965-7027,28,Female,West Marioburgh,Virginia,50,Suspended,Standard,74.05,513.1,5.2,57,2025-08-02,Bank Transfer,0.0,4.2,4,0,,Low,"Mobile Service, Device Protection",
CUST_000272,David,Wilson,david.wilson@yahoo.com,+1-751-486-8926x8602,51,Male,Port Duane,Wyoming,74,Active,Standard,58.74,312.0,8.64,55,2025-07-31,Bank Transfer,0.0,4.48,4,0,,Low,"Mobile Service, Internet",TV Bundle
CUST_000273,Brett,Parker,brett.parker@hotmail.com,001-274-921-2309x40777,44,Male,East Brianna,New Mexico,52,Active,Standard,72.2,74.6,35.06,43,2025-07-06,Credit Card,0.0,3.74,-8,1,2025-05-12,Medium,"Mobile Service, Cloud Storage","Unlimited Data Plan, Home Internet"
CUST_000274,Scott,Burke,scott.burke@gmail.com,284.798.3022,69,Female,East Melissashire,Rhode Island,76,Active,Basic,51.6,163.5,2.34,45,2025-06-20,Debit Card,0.0,4.3,-4,3,2025-04-27,Medium,"Mobile Service, Cloud Storage",
CUST_000275,Samantha,Williams,samantha.williams@yahoo.com,(724)299-9827,48,Male,Port Kevinstad,Missouri,96,Active,Standard,89.86,81.0,32.26,52,2025-08-10,Credit Card,0.0,4.57,8,1,2025-03-07,Low,"Mobile Service, Internet","Unlimited Data Plan, TV Bundle"
CUST_000276,Katherine,Bridges,katherine.bridges@gmail.com,372-314-5868x3390,73,Male,Ramseyport,Nevada,78,Active,Basic,55.1,239.5,11.41,43,2025-07-21,Credit Card,0.0,3.26,4,0,,Low,"Mobile Service, Insurance, Device Protection","International Package, Home Internet"
CUST_000277,Melanie,Green,melanie.green@hotmail.com,+1-652-599-7877x293,42,Female,North Andrewville,West Virginia,26,Suspended,Basic,52.97,118.1,13.08,55,2025-08-13,Bank Transfer,184.72,4.83,9,2,2025-04-03,Medium,Mobile Service,
CUST_000278,Lauren,Duarte,lauren.duarte@yahoo.com,3556830344,65,Male,Williammouth,Wyoming,6,Active,Standard,82.86,230.2,30.38,47,2025-05-23,Debit Card,0.0,1.27,-4,3,2025-03-16,High,"Mobile Service, Internet, International Roaming","Unlimited Data Plan, TV Bundle"
CUST_000279,Gina,Peterson,gina.peterson@hotmail.com,001-290-423-5577,56,Female,Mooremouth,Ohio,26,Active,Standard,71.69,147.9,37.19,46,2025-08-17,Credit Card,100.63,3.96,-10,2,2025-04-28,Medium,"Mobile Service, Device Protection, International Roaming","Unlimited Data Plan, Device Upgrade"
CUST_000280,Steven,Olsen,steven.olsen@hotmail.com,7847958803,76,Female,East Juantown,Michigan,101,Active,Standard,48.46,291.3,8.85,42,2025-06-28,Credit Card,0.0,4.75,1,0,,Low,"Mobile Service, Internet, International Roaming",
CUST_000281,Courtney,Kirby,courtney.kirby@hotmail.com,+1-562-791-4504x617,67,Female,Gallegosport,Indiana,57,Active,Standard,72.09,458.4,11.29,59,2025-07-12,Debit Card,0.0,3.09,1,1,2025-04-21,Low,"Mobile Service, Cloud Storage","International Package, Home Internet"
CUST_000282,Gregory,Brooks,gregory.brooks@gmail.com,001-731-478-0782x35784,58,Male,Port Tonihaven,Utah,99,Active,Standard,87.74,260.1,19.97,45,2025-06-04,Credit Card,0.0,4.46,5,1,2025-04-02,Low,"Mobile Service, Internet",Unlimited Data Plan
CUST_000283,Jenny,Stevens,jenny.stevens@hotmail.com,610.540.9157x01840,36,Female,Jamesport,Louisiana,45,Active,Premium,102.07,707.3,13.32,50,2025-07-13,Debit Card,0.0,4.83,-8,1,2025-04-24,Low,"Mobile Service, Internet, TV Service","Device Upgrade, Home Security System"
CUST_000284,Kendra,Lambert,kendra.lambert@yahoo.com,(524)710-9881,24,Male,Josephport,Oregon,109,Active,Premium,143.21,440.7,21.04,38,2025-06-15,Debit Card,0.0,3.69,0,1,2025-03-27,Medium,"Mobile Service, Internet, TV Service, Home Security, Cloud Storage","Unlimited Data Plan, Device Upgrade"
CUST_000285,Charles,Austin,charles.austin@yahoo.com,+1-270-320-7016,48,Male,Myersshire,South Dakota,54,Active,Standard,84.93,813.3,32.21,51,2025-08-12,Credit Card,148.54,4.06,8,2,2025-07-06,Medium,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade, TV Bundle"
CUST_000286,Holly,Jensen,holly.jensen@yahoo.com,538-517-9217x17477,27,Female,Port Paula,Kentucky,56,Active,Basic,60.72,324.7,18.01,58,2025-08-19,Credit Card,0.0,4.24,0,3,2025-05-03,Low,"Mobile Service, Device Protection, Cloud Storage","Unlimited Data Plan, International Package"
CUST_000287,Philip,Lyons,philip.lyons@hotmail.com,457-370-1715x77245,78,Male,Rothville,Massachusetts,46,Active,Standard,71.58,56.0,40.97,57,2025-07-15,Bank Transfer,0.0,2.71,2,1,2025-06-28,Low,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade, TV Bundle"
CUST_000288,Chad,Turner,chad.turner@yahoo.com,(896)839-3827x6153,51,Female,Amybury,Idaho,83,Active,Standard,63.23,352.4,18.41,51,2025-07-26,Credit Card,173.06,2.24,-10,1,2025-07-02,Medium,"Mobile Service, Cloud Storage",Unlimited Data Plan
CUST_000289,Christian,Galvan,christian.galvan@hotmail.com,319.897.5817x2461,75,Female,Troyton,Colorado,4,Active,Premium,125.13,237.1,49.1,55,2025-06-13,Credit Card,0.0,3.57,-9,2,2025-07-30,High,"Mobile Service, Internet, TV Service, Home Security","Unlimited Data Plan, International Package"
CUST_000290,Dominic,Carpenter,dominic.carpenter@hotmail.com,9225784699,24,Male,Lake Natalie,Maryland,21,Active,Basic,57.4,91.9,5.84,36,2025-07-17,Cash,0.0,4.27,-7,2,2025-07-26,Low,"Mobile Service, International Roaming",Device Upgrade
CUST_000291,Robin,Torres,robin.torres@yahoo.com,001-251-290-9862x405,74,Male,Danielport,Alaska,45,Active,Standard,93.88,498.1,15.7,52,2025-06-14,Credit Card,0.0,4.49,-2,3,2025-05-16,Medium,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000292,Jacqueline,Long,jacqueline.long@yahoo.com,001-866-766-8327x238,33,Female,Mooreberg,Florida,33,Active,Basic,49.99,314.3,8.91,54,2025-05-24,Debit Card,0.0,4.11,-5,1,2025-03-07,Low,Mobile Service,"Device Upgrade, Home Internet"
CUST_000293,Deborah,Thomas,deborah.thomas@yahoo.com,+1-962-812-6796x92786,46,Male,Jeremiahchester,Rhode Island,17,Suspended,Enterprise,186.53,603.1,9.83,48,2025-05-23,Debit Card,114.92,3.87,-6,0,,High,"Mobile Service, Internet, TV Service, Business Solutions",
CUST_000294,Becky,Bradford,becky.bradford@gmail.com,001-384-968-9500x975,34,Female,East Jessicahaven,Wisconsin,100,Active,Standard,89.22,232.0,20.36,58,2025-08-06,Bank Transfer,0.0,4.73,-1,3,2025-04-17,Low,"Mobile Service, Internet, Insurance","Unlimited Data Plan, TV Bundle"
CUST_000295,Steven,Miller,steven.miller@hotmail.com,737-218-9490,63,Female,Gibsonfort,Oregon,82,Active,Standard,85.84,286.5,17.96,46,2025-08-02,Credit Card,0.0,4.77,8,2,2025-04-27,Low,Mobile Service,Unlimited Data Plan
CUST_000296,Robert,Yu,robert.yu@yahoo.com,620-294-9407x9290,30,Female,Toddberg,North Carolina,101,Active,Standard,84.69,201.1,14.03,52,2025-05-30,Credit Card,0.0,4.45,-10,0,,Low,"Mobile Service, Internet","International Package, TV Bundle"
CUST_000297,Melissa,Ramirez,melissa.ramirez@gmail.com,+1-444-640-1929x275,39,Female,South Henry,North Dakota,66,Active,Basic,52.03,413.2,24.45,38,2025-08-14,Credit Card,0.0,4.8,1,0,,Low,Mobile Service,"Unlimited Data Plan, International Package"
CUST_000298,Antonio,Riggs,antonio.riggs@gmail.com,+1-627-366-3723x950,59,Female,East Stevenfort,Maryland,76,Active,Basic,29.65,350.6,8.94,55,2025-07-08,Debit Card,0.0,3.13,-10,2,2025-07-16,Low,Mobile Service,"International Package, Home Internet"
CUST_000299,Stacy,Nielsen,stacy.nielsen@gmail.com,(267)342-8604x7658,27,Male,Stephaniechester,South Carolina,71,Active,Standard,84.07,101.5,10.44,50,2025-08-20,Credit Card,0.0,3.06,-5,2,2025-06-28,Low,"Mobile Service, Internet",
CUST_000300,Michele,Rogers,michele.rogers@yahoo.com,749-467-3938,50,Male,Amytown,California,24,Active,Standard,52.06,168.2,7.29,49,2025-05-24,Debit Card,0.0,2.84,-9,2,2025-05-12,High,"Mobile Service, Internet, Device Protection, International Roaming",Device Upgrade
CUST_000301,Connor,Garcia,connor.garcia@yahoo.com,(334)343-0091x093,47,Female,Port Cassandrafurt,Texas,11,Active,Standard,69.07,109.6,48.16,49,2025-08-05,Credit Card,0.0,3.76,-7,0,,Medium,"Mobile Service, Internet, Insurance","Unlimited Data Plan, International Package, TV Bundle"
CUST_000302,Rachel,Knight,rachel.knight@gmail.com,724-647-1746,59,Female,Port Charles,Wyoming,15,Active,Standard,58.96,208.5,36.44,51,2025-05-29,Credit Card,0.0,3.69,0,2,2025-05-07,Medium,Mobile Service,"Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000303,Paul,Ferrell,paul.ferrell@yahoo.com,827-517-3962x712,32,Female,South Jenniferville,Arizona,114,Active,Basic,31.39,1278.1,29.33,47,2025-05-30,Credit Card,0.0,2.26,-8,3,2025-03-07,High,Mobile Service,"Unlimited Data Plan, Device Upgrade"
CUST_000304,Ashley,King,ashley.king@yahoo.com,8722006425,69,Male,Mendozafurt,Washington,97,Active,Basic,40.44,504.0,2.94,44,2025-08-06,Credit Card,93.97,3.44,8,1,2025-07-29,Medium,"Mobile Service, Insurance, Cloud Storage",
CUST_000305,Kristen,Fernandez,kristen.fernandez@gmail.com,(771)398-5546x0158,67,Female,Hodgesport,Tennessee,111,Active,Basic,35.93,853.4,34.26,53,2025-06-11,Credit Card,144.79,3.37,-4,0,,High,"Mobile Service, Device Protection, International Roaming","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000306,Gregory,Williams,gregory.williams@yahoo.com,+1-534-961-5717x32030,75,Female,Brownside,Tennessee,100,Active,Basic,68.92,97.9,27.32,42,2025-06-21,Bank Transfer,0.0,2.08,-3,1,2025-05-30,Medium,"Mobile Service, Device Protection","Unlimited Data Plan, International Package, Home Internet"
CUST_000307,Amanda,Flowers,amanda.flowers@yahoo.com,9054050613,30,Female,North Benjamin,Georgia,35,Active,Standard,62.99,368.4,22.25,45,2025-07-09,Debit Card,0.0,4.18,-9,1,2025-06-28,Low,"Mobile Service, Internet, Insurance","Unlimited Data Plan, Device Upgrade"
CUST_000308,Andrew,Meadows,andrew.meadows@hotmail.com,4323020417,74,Female,North Tylerbury,California,113,Active,Basic,56.01,485.0,19.98,57,2025-08-09,Credit Card,0.0,2.46,1,1,2025-04-02,Low,"Mobile Service, International Roaming, Cloud Storage","Unlimited Data Plan, Home Internet"
CUST_000309,Ronald,Cain,ronald.cain@hotmail.com,+1-365-619-8253x09251,46,Female,Port Robert,Vermont,21,Active,Basic,40.98,312.6,14.66,41,2025-06-27,Credit Card,0.0,3.49,-7,1,2025-06-09,Medium,"Mobile Service, International Roaming",
CUST_000310,Frederick,Sanchez,frederick.sanchez@hotmail.com,2212962071,56,Female,North Jasmine,Pennsylvania,52,Active,Standard,83.46,188.9,23.67,51,2025-08-17,Debit Card,0.0,2.93,-2,4,2025-04-18,Medium,"Mobile Service, Internet",Unlimited Data Plan
CUST_000311,Robert,Aguirre,robert.aguirre@yahoo.com,001-423-924-8763x290,21,Male,Lake Margaretport,Minnesota,77,Active,Standard,81.47,581.0,26.04,52,2025-07-02,Credit Card,0.0,4.35,-4,2,2025-02-22,Medium,"Mobile Service, Device Protection","Unlimited Data Plan, Device Upgrade"
CUST_000312,Angela,Lee,angela.lee@hotmail.com,295-588-3734,65,Male,Port Edwardfort,New York,117,Active,Enterprise,190.85,164.7,21.62,51,2025-06-09,Bank Transfer,75.9,3.99,-1,1,2025-03-25,High,"Mobile Service, Internet, Device Protection",Unlimited Data Plan
CUST_000313,Elizabeth,Williams,elizabeth.williams@hotmail.com,(443)464-5970x108,79,Female,South Zacharyland,Kansas,70,Active,Premium,103.56,277.6,29.72,48,2025-08-01,Cash,95.71,4.44,8,0,,Medium,"Mobile Service, TV Service, Home Security, Device Protection, International Roaming",Unlimited Data Plan
CUST_000314,Sean,Riley,sean.riley@yahoo.com,553.815.3136,46,Male,North Thomas,New York,68,Active,Basic,31.61,197.6,16.5,44,2025-05-28,Cash,0.0,4.68,-5,1,2025-08-13,Low,"Mobile Service, International Roaming","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000315,Ryan,Robinson,ryan.robinson@hotmail.com,226.252.7354x352,79,Male,Derekmouth,New Jersey,118,Active,Standard,84.26,224.0,9.13,35,2025-07-02,Credit Card,0.0,3.89,9,0,,Medium,"Mobile Service, Internet",
CUST_000316,George,Cooper,george.cooper@yahoo.com,+1-929-929-8316x873,36,Male,Alexischester,West Virginia,12,Active,Premium,128.33,80.1,26.59,48,2025-08-15,Credit Card,0.0,3.66,-6,0,,Low,"Mobile Service, Internet, Device Protection, International Roaming","Unlimited Data Plan, TV Bundle"
CUST_000317,John,Murphy,john.murphy@hotmail.com,292.890.6007,39,Male,Mendozaville,New Hampshire,81,Active,Standard,69.82,629.9,19.92,57,2025-07-10,Credit Card,0.0,3.56,1,0,,Low,"Mobile Service, Insurance, Cloud Storage",Unlimited Data Plan
CUST_000318,John,Hansen,john.hansen@gmail.com,001-963-225-4310x742,61,Male,Fordberg,Virginia,74,Active,Standard,98.27,195.3,30.01,50,2025-07-01,Credit Card,80.4,2.41,1,4,2025-03-29,High,"Mobile Service, Insurance, Device Protection","Unlimited Data Plan, Home Internet"
CUST_000319,Kristy,Wood,kristy.wood@yahoo.com,001-501-365-8046x498,53,Male,Jillton,North Carolina,69,Active,Premium,119.65,49.6,22.47,56,2025-08-19,Debit Card,0.0,3.69,-8,4,2025-07-03,Medium,"Mobile Service, TV Service, Home Security, International Roaming",Unlimited Data Plan
CUST_000320,Michael,Williams,michael.williams@yahoo.com,(779)505-5281x832,79,Male,Lake Timothyshire,Vermont,9,Active,Basic,43.6,567.8,28.24,49,2025-06-12,Credit Card,0.0,3.36,10,1,2025-07-18,Medium,"Mobile Service, International Roaming","Unlimited Data Plan, Device Upgrade"
CUST_000321,Julie,Perez,julie.perez@yahoo.com,386-940-1557x788,23,Male,Shannonstad,Utah,71,Active,Standard,74.06,236.0,16.42,53,2025-07-29,Debit Card,0.0,4.47,4,2,2025-07-29,Low,"Mobile Service, Internet",Unlimited Data Plan
CUST_000322,Tiffany,Ware,tiffany.ware@gmail.com,911.462.4112x412,28,Male,New Stephanie,Alaska,99,Active,Standard,87.87,408.8,18.09,55,2025-06-20,Credit Card,0.0,1.09,-1,3,2025-05-13,High,"Mobile Service, Internet","Unlimited Data Plan, TV Bundle"
CUST_000323,Tara,Weaver,tara.weaver@gmail.com,756.770.4310x3856,23,Male,Watkinshaven,Oklahoma,53,Active,Basic,38.83,415.0,13.55,53,2025-07-05,Credit Card,0.0,4.16,2,1,2025-05-21,Low,"Mobile Service, Insurance",
CUST_000324,Kevin,Anderson,kevin.anderson@yahoo.com,(643)975-4025,44,Female,New Sandra,Virginia,79,Active,Basic,27.56,109.0,31.15,54,2025-07-13,Bank Transfer,135.71,4.11,-3,1,2025-04-18,Medium,"Mobile Service, Device Protection",Unlimited Data Plan
CUST_000325,Ian,Thompson,ian.thompson@hotmail.com,001-422-531-0592x745,76,Female,Lake Loganstad,Georgia,53,Active,Standard,64.2,210.6,15.45,55,2025-06-28,Credit Card,0.0,3.18,-3,3,2025-05-20,Medium,"Mobile Service, Internet",Unlimited Data Plan
CUST_000326,Amber,Martin,amber.martin@yahoo.com,706-672-7520,41,Female,Kempshire,Texas,7,Active,Premium,141.21,373.3,17.3,60,2025-06-06,Bank Transfer,46.73,4.81,2,1,2025-07-27,High,"Mobile Service, TV Service, International Roaming",Unlimited Data Plan
CUST_000327,Annette,Meadows,annette.meadows@yahoo.com,317-702-8140x69375,38,Female,New Danielleshire,North Dakota,71,Active,Basic,43.79,641.3,21.87,51,2025-06-13,Credit Card,0.0,3.0,0,1,2025-07-23,Medium,"Mobile Service, Device Protection","Unlimited Data Plan, Device Upgrade"
CUST_000328,Shari,Ramirez,shari.ramirez@gmail.com,287-718-6375,33,Female,Hernandezchester,Mississippi,46,Active,Basic,54.83,458.3,33.9,57,2025-06-29,Credit Card,0.0,4.06,3,1,2025-05-05,Low,"Mobile Service, International Roaming","Unlimited Data Plan, Device Upgrade"
CUST_000329,Alexander,Cooper,alexander.cooper@yahoo.com,381.437.6742x662,60,Male,West Thomas,North Dakota,108,Active,Basic,42.81,327.7,38.6,50,2025-06-24,Bank Transfer,92.52,3.13,-2,1,2025-03-06,High,Mobile Service,"Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000330,Sarah,Garza,sarah.garza@yahoo.com,406-546-2879,64,Male,Port Patrick,Oklahoma,31,Active,Premium,140.98,293.3,16.64,48,2025-07-09,Bank Transfer,0.0,2.56,-10,5,2025-03-02,Medium,"Mobile Service, Internet, Home Security",Unlimited Data Plan
